tweet,text_label
brilliant job by nelsoncanache to limp it back to the pits without causing a yellow wish he didnt need to though plm,nonbullying
bring a niggah some icecream,bullying
bring another bitch for a real nigga,bullying
britt attitude be for no reason bitch mad at breakfast &;&;,bullying
bro im bored then a hoe rt,bullying
bro everybody is a ho then fuck it your favorite color is mango red you are a ho you charge your phone all the way to  = ho smh,bullying
bro what in the fuck yall bitches thinking  that is not ok,bullying
bros before hoes not bros over your girlfriend,bullying
bros before hoes not bros over your girlfriend,bullying
broke bitches be like oh he got monnneyyy,bullying
broke bitches make me sick,bullying
broke bitches on my tl,bullying
broke bitches that talk shit those the ones that i stunt for &;,bullying
broke bitches that talk shit now them the bitches i stunt for &;,bullying
broke hoes always wanna argue u aint ate all day were u get that energy from &;&;,bullying
broke pussy boy deions record,bullying
broner would still knock half u niccas out,bullying
brooo chinese sounds goooood then a hoe rn but my momma making carne con chile so i guess im gucci with that &;&;,bullying
brooooooo that wingstop went sooooo clutch i straight ran through that hoe,bullying
brown is a color so my eyes are colored,nonbullying
brownies brownies brownies,nonbullying
browns and redskins shouldnt be considered nfl teams,nonbullying
brrr hoe dichter bij het sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek engvolk,bullying
bruh im ready to get this four wheeler that bitch is fast asf,bullying
bruh rt share_ps: he def wanted to call l rock a nigger in that last rt lmaoooooooooooooooooooooooooooo,bullying
bruh bitches be wearing heels and club outfits to school and shit &;&;&;,bullying
bruh leave it to the coins coons,bullying
bruh this niggah always falls asleep  &;&;,bullying
bruh went so hard on that bitch he deserves pimp of the year,bullying
bruh sasuke and sakuras daughter gonna be a bad uchiha bitch,bullying
bruh pt  jaxon killed this hoe too last night while we was sleep http://tco/fchoiag,bullying
bruh theofficialeg soo trash,nonbullying
bruhhhh hoes ass laws had to fuck up the fun &;&;,bullying
bruised ankle is a bitch,bullying
brutus looking girl getting off the elevator as im walking into a different one no bitch u cant come in u cant u cant come in,bullying
bryant must think hes so cute going out w his stupid ass friends and leaving me here but watch when he gets back &;&;&;&;&;&; lil bitch,bullying
bsd bitch make it clap,bullying
bt bitches &amp;&amp; niggahs always had there hand out,bullying
bt dubz ur best pals bitch about u to me quite often stoplivingafuckinglie hatredisincreasing,bullying
buddy a fruit &;deion_mvo: vonteeeeee brandon said you a dirty ass coon&;,bullying
buddy drug the whole train lmao good  extra ass hoes,bullying
buddy slapped his rent stress out on that messy bitch what i done told u hoes bout new york niggas &amp; they temper trainvideo,bullying
build a bear &lt;&lt;&lt;&lt; build a bitch,bullying
bull color schemesdull you stupid bitch duke wears bold pastel colorsbull makes no sense,bullying
bullets stick to a nigguh damn liver,bullying
bullets through a nigguh tru jeans,bullying
bullying laws are for pussies,bullying
bum ass hoe,bullying
bum bitch wont even my type,bullying
bumoose ducking those insults like a scared white pussy,bullying
bumped into a bitch that filed for sexual harassment at work against a coworkeri aint been so shook in my life,bullying
bumpin that nigga nigga rick ross bmf this hoe going harrrrd highh outside enjoying this weather,bullying
bunch of hurt niggas &amp; bitches on my ig timeline tonight muhfuckas lame as hell b,bullying
burn bitch http://tco/fmrfgj,bullying
burnating all yankees and their thatch roof cottages astros http://tco/jdziwbdt,nonbullying
burritos are trash,nonbullying
bussin bitches with my gwale gwalas,bullying
bussy rt mrtriskaideka: is that avi pussy poppin on a handstand,bullying
bust a nicca head smack a ho shoot the club up &; &;&;&;&;&;,bullying
bust a nicca head smack a hoe and shoot the club up &;rt yes_yes: darealquitam vonshayeb so what we doing,bullying
bust in dat bitch face i dont want sons  icewear_vezzo,bullying
busted my lip playing ball so now i cant enjoy pussy and this delicious mango,bullying
but carl is a bitch &;,bullying
but i callin out da race card aint no colored podcasts out dare,nonbullying
but i cant buy tomorrow thats why i go hard hoe,bullying
but i cant get her to smoke unless i bitch about it the struggles of having a girl who doesnt in actuality its a great thing,bullying
but i have the hoes &; http://tco/xmfcvrmv,bullying
but im calling this bitch yeah ok after you called me i return calls especially if it aint my girl&; http://tco/ssxopuhge,bullying
but atleast they let me knowur a faggot if u keep those type of twitter secrets,bullying
but bitch you gon shave or wax that pussy before i bless it foh,bullying
but bitches are crazy id be in jail for sure,bullying
but bitches be mad than a mf when they dont know what im doing &amp; how i getting it &;,bullying
but if you knew bitch youll do better &;,bullying
but no one calls him a pussy for his injuries,bullying
but not prettier than ambers rt yumiyoko: her pussy is pretty,bullying
but rich is a light skin coon so its expected,nonbullying
but she a bad bad bitch make you late for it,bullying
but she can shade the shit out a bitch rt axolrose: yourwifecantread,bullying
but she is a hoe &; idk about that http://tco/eccfbqzlkz,bullying
but staying up gon be a bitch,bullying
but they only talk on twitter bc pussies in real life,bullying
but this emotional shit is absolutely for the birds,bullying
but who is me &;to talk &; about the next bitch flexing &; when&;&; i done don it before &;&;&;,bullying
but why did this bitch just follow medont even like u _graceexo,bullying
but why does my school always have prom on friday the th like this isnt some freddy vs jason shit even tho some bitches gonna look it &;,bullying
but yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her fuck you lil niggas,bullying
but you bird ass niggas out here getting your feathers ruffled just shook and aint no such thing as a half way crook,bullying
but you cant tell a broke bitch nothin &;&;&; &;&;&;,bullying
but you love me you dont wanna be with nobody else blah blah bullshit fa the birds,bullying
but you nvm bjayblast: i dont see why men disrespect women by calling them offensive names like bitch hoe slut or female smh,bullying
butler unchained review http://tco/hxyyujmorm short version whitey sucks and a potentially positive film is simply antiwhite agitprop,bullying
butters get all the hoes,bullying
bye bitch,bullying
bye bye charlie strong,nonbullying
bytch was an infant &;mr_jsmart how the hell this bitch  talking bout how much she remember bout pac before he died&;,bullying
cair publishes a hit list for jihadis http://tco/hvvfxypmhm via realjtp if you are a red blooded american you may be on the list,nonbullying
cebros and corporate hoes,bullying
cleary diz princess iz a bad bitch http://tco/jvsabxw,bullying
cnt nobody be mad at who he choose to be with i cant be mad at no bitch its the nigga so hay,bullying
come to tnd atrocities starts at  followed by lost cause auramea night verses and norma jean lets fill this bitch,bullying
caleb needs to stop being a little bitch,bullying
calebs a dick and hannas a bitch i hate them both now &;&;&;&;,bullying
california has gangs because california is trash,nonbullying
california is home to skater trash,bullying
call a hoe a hoe and a rat a rat,bullying
call a negro,bullying
call dat bitch http://tco/pwtgrza,bullying
call me a dumb bitch but ion even know wtf ebola is &;&;,bullying
call me a fag but i love when people turn their heads or look out of their cars when i drive by cause they head me slumpin bitches love it,bullying
call me ghetto if you want but im walking to and from class with my bonnet on my hair,bullying
call of duty out this bitch,bullying
call when you grow up if you live that long sorry for parents with such poor skills they got you fuck_slums: veritaz old bitch,bullying
called eddie a hoe by mistake doe lol,bullying
calling it am early night heartache is a bitch broken,bullying
calling out teabaggers conservatives on their bs: http://tco/lqxrmjrg via youtube,nonbullying
calling these nasty hoes out mrs wells is too real&;&;&; http://tco/denqkdswr,bullying
cam newton is such a little girl like grow up and quit actin like a bitch,bullying
cam newton is such a pussy he needs to grow up and learn he isnt a hotshot any more,bullying
came home and found my cat sleeping on my pillow ;c i love that niggah,bullying
camo day catch me at school huntin for basic bitches http://tco/npiqjsuz,bullying
can faggots of honeybooboo imagine this internet world was created to trap them and feed them to allah like gazelles it stephenking,bullying
can charlie crist pull one over on rick scott well he did pull one over on floridaprimary dems tonite tpot election,nonbullying
can dick sherman get caught doing blow of a tranny hooker some time soon please preferably pete carroll,bullying
can i bring another bitch can we have a threesome or nahhh,bullying
can i bring another bitch or nah,bullying
can i bring another bitch or nah,bullying
can i double stuff your oreo,nonbullying
can i get some good neck out dis hoe,bullying
can i have a bad bitch without no flawscome to meet me without no drawers,bullying
can i have a bad bitch without no flawwssss,bullying
can i pay you to stop being a lil bitch gah damn shut the fuck up,bullying
can i sit on your face &; sit on a hot stove bitch http://tco/xpauwpoa,bullying
can i bring another bitch or nah,bullying
can my school please fuckin remove these random ass trash cans in the middle of the hallway that i always fuckin run into,bullying
can never follow bitches whos bios look like this http://tco/thkmnqtrg,bullying
can really hold phone convos in my house with this trash ass service,bullying
can someone beat justin beibers ass hes such little pussy,bullying
can someone get me cheese and crackers,nonbullying
can someone please explain to me why are the birds so angry &amp; destroying pigs homes,nonbullying
can someone treat me to some grub im broke bitch over here,bullying
can these birds shut the fuck up,bullying
can this bitch already update &;,bullying
can this bitch hurry up ineedmyeigth,bullying
can this bitch sit the fuck down and shut the fuck up,bullying
can u say hoe hoe hoe ewww she was nasty i was so mean to her on the daily ill spare the details lol,bullying
can we bomb the selfiemonkey out of my timeline,nonbullying
can we revisit chairmanls idea of two teams of yankees playing against each other i would like to see a game every now &amp; then,nonbullying
can you catch a box hoe,bullying
can you catch a box hoe ,bullying
can you imagine tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful,bullying
can you let me stretch that pussy out or nah,bullying
can you let me stretch that pussy out or nahhh,bullying
can you really take dick or nahcan i bring another bitch or nah,bullying
can&;t wait to humble these niggas in the playoffs again until then good job hoes,bullying
cant be a major nigga with a minor hoe,bullying
cant be many things worse than having cops interrupted because a friggin yankee game is still going on,nonbullying
cant beat a score of  on flappy bird givingup,nonbullying
cant even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard,bullying
cant find my bc powder  ill just chug this childrens advil,nonbullying
cant fuck wit no bitch ugly friends,bullying
cant fuck with a coon ass girl bruh,bullying
cant fuck with no bitches just cant do it,bullying
cant get no money from me you silly hoe,bullying
cant get no pussy to kirk franklin idc how long its been for ya,bullying
cant have a bitch with no future or goals i love kids but if youre not a parent first i cant deal with you,bullying
cant keep a bitch but its cool cause money still around,bullying
cant keep a shallow bitch if ya pockets aint deep,bullying
cant let nobody play my gta bitches like using up all ya ammo n gettin ya dude kilt by the cops,bullying
cant neva be a sucka for no bitch that aint me,bullying
cant no hoe fixmylife,bullying
cant save these hoes,bullying
cant stand a bitch that always feels the need to be doing somethin sit your ass at home and be bored you aint gotta be a hoe all the time,bullying
cant stand a nigga that curve his boys for some hoes,bullying
cant stand a sob ass bitch,bullying
cant stand bitch ass niggas,bullying
cant stand ghetto ratchet ass mofos &;&;,bullying
cant stand that asian dude just now faggot gives me attitude cause i almost forgot my water fuck u faggot if i wasnt on stage,bullying
cant stand that faggot,bullying
cant stand the yankees but jeter hitting a home run in his final at bat in nyc would be cool getting beaned would be better,nonbullying
cant stand when i see a female just get out of relationship &amp;  days later their talking to another guy hoes gonna be hoes smh,bullying
cant stop eating graham crackers,nonbullying
cant take u coons nowhere &amp; i mean nowhere,bullying
cant tell if mexico has been impressive or if brazil has just been trash today,nonbullying
cant tell me shit cuz ion care bitch,bullying
cant trust every face bitch you gotta watch em,bullying
cant trust these bitches and these niggas either,bullying
cant trust these hoes and when i say hoes i mean dudes to,bullying
cant turn a hoe into a house wife fact,bullying
cant wait till i get my full appetite back only ate a half ghetto sandwich no lettuce no nothing,nonbullying
cant wait till my bitches get here &;,bullying
cant wait to put this down payment on my bitch,bullying
cant wait to see my bitch dutchess,bullying
cant worry bout a bitch that aint worried bout me,bullying
cancel that bitch like ninooo,bullying
cancel that hoe sb_nick: it aint nothing to cut that btch off,bullying
cancer is a hoe yall pray for the people who have it http://tco/xgeqmrzq,bullying
cant handle this bitch and her elbow fat,bullying
cant play no games wit deze niggas or bitches &;&;,bullying
cant wait rt strictlykeyz all niggas wanna do at  is pop viagra and pop young bitches,bullying
cants da coloreds and da white folk gets along we all be da same cept da colored men gots da bigga dicks,bullying
cardinals score st they lead  in the top rd with birds on base nlcs sfvsstl,nonbullying
carl try eat the pussy but that big ass nose be fucking shit up,bullying
carol is gonna george and lenny this bitch,bullying
carrahs a bitch,bullying
carter needs to shut the fuck up fucking bitch ass always trying to start shit,bullying
casey matthews is so trash this is big,nonbullying
catch me fuckin off tonight viplounge nolinenowait in that bitch as well meetmethere http://tco/zqvgmlzqfe,bullying
catch me on the episode of vampire diaries tomorrow night i bitch slap katgraham,bullying
catch this jet hoe,bullying
catch up with the lingo itty bitty bitch,bullying
cause im a trophy hunting little bitch,bullying
cause im the type of nighha to joke on you or to play around so dont be a little bitch,bullying
cause lsu trash rt breesindacut: why they doin the college playoff ranking shit so early,bullying
cause bitch i rather eat pussy then get mine ate,bullying
cause you know yall hoes play entirely too much,bullying
cavs trash too,nonbullying
cay got her whole lit new clicc from her school &amp; be on that bitch shit too me like  okay but anyways we still dem girlz,bullying
cay said well bitch i thot you was on house arrest so you aint walking no where &;&;&;omg i hate her,bullying
ceasefirelets see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,bullying
celebratin while you hatin bitch,bullying
celebrities teeth really be white as shit i mean dont get me wrong my shit aint yellow by far but i need whatever toothpaste they be using,bullying
celtic means white trash if someone says theyre celtic it means theyre white trash,bullying
chaber books: bragadayjah  http://tco/btmlynnkzp: nimrod the cushite first king of the earth see bragadayjah ,nonbullying
chaber books: bragadayjah  http://tco/qtrlzcsdj: further restrictions on eating certain insects and birds,nonbullying
chad jordan in this bitch,bullying
chance is trash,nonbullying
chances make champions nicca aint nothing stopping you,bullying
chances make champions nicca aint nothing stopping you,bullying
change the game on u bitches&;,bullying
charbroiled cod yellow rice saut&;ed spinach and artichoke hearts made with love for voxpulchra&; http://tco/vwjwlghrgo,nonbullying
charlene crave colored cock,bullying
charles tillmans eyes are more yellow than corn,nonbullying
charles was eatin trash ass dominoes in that picyou know he was still poor at the time lol,bullying
charlie baker for mass govthe most lib newspaper in most lib state supports r for gov dog http://tco/drsxoztrui via bostonglobe,nonbullying
charlie baltimore look good for  &;,nonbullying
charlie clips vs yung ill review http://tco/twhjwqjq,nonbullying
charlie crist (r i d  fl) rumored to demand a recount sayfie,nonbullying
charlie crist losing   florida jobs to raise minimum wage is &;worth it&;  conservative byte http://tco/yjyjyfl via conservativebyt,nonbullying
charlie crist and rick scott are both scumbags however interesting that crist has yet to run one just one positive political ad,nonbullying
charlie crist has asked to keep polls in broward open until pm claiming long lines media reports say turnout light in broward,nonbullying
charlie crist wins democratic primary in florida governors race ap projects http://tco/gyurbtqq via wsj,nonbullying
charlie crist outlawed hated rediculed and vilified for shaking the presidents hand what a country what a democracy,nonbullying
charlie daniels goes off on &;satanic evil&; http://tco/hawjfavuz,nonbullying
charlie daniels couldve done a better job mnf,nonbullying
charlie furbush whydidigoogle midnight,nonbullying
charlie jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head,nonbullying
charlie kimball: i had nowhere to go http://tco/xgyzkot indycar mavtv,nonbullying
charlie parr mountain top music fest http://tco/bguwdpznn,nonbullying
charlie rangel: some republicans believe that slavery isnt over | truth revolt: http://tco/npbdpkcqz bam race card vote democrats out,nonbullying
charlie sheen,nonbullying
charlie sheen never disappoints,nonbullying
charlie sheen wants to return to two and a half men | http://tco/kvmdogdclq,nonbullying
charlie sheens video message to president obama http://tco/kcrwtbcqzd,nonbullying
charlie and i:) love that dog:) http://tco/aqxiygov,nonbullying
charlie and ron has constantly put out heat for their entire careers,nonbullying
charlie bit me,nonbullying
charlie horses suck ass ouch,bullying
charlie is an ol hatin fool scandal,bullying
charlie is so adorable http://tco/tmpbyyjgfl,nonbullying
charlie looking like hes the one that made that ,nonbullying
charlie not fukin around in austin every week somebody getting kicked off the team,bullying
charlie xcx is bae,nonbullying
chase really got hoes in every state its crazy his  name the truth,bullying
chase the pussy its a sin falls in ya lap its a blessing,bullying
chasing these hoes better get cash nigga,bullying
cheated my way to get hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass,bullying
cheater cheater pumpkin eater whered you find that no good white trash hoe trashy sloots,bullying
cheating isnt about good women and hoes simply about an alternate nut rt whoelsebutkey: niggas cheat on good women everyday b,bullying
check his hoe for i check her &;&;&;&;,bullying
check your slutty fat girl friends instagram picssee if she dont have five niggaz in every pic thirsting for fat girl pussy,bullying
cheeky thoughts as the rooster crows,nonbullying
cheer up charlie,nonbullying
cheers young lady rt shik bmorehumble foreverrrr younnnnng *grabs flask and chugs*,nonbullying
cheese bitch chupacabra looking fuxk http://tco/gwhnzjcb,bullying
cheezits honey bbq lays oreos and a monstrous glass of  right now im the skinnyfat poster boy,nonbullying
chicago hoes love pink lipstick &;&;,bullying
chicago niggas tell bitches anything when they tryna do dat mfa&;&;&; https://tco/tjonjljym,bullying
chick fil a wasnt about anti gay it was about the first ammendment if you didnt get that then you have no right to bitch about rights,bullying
chick got a man but no edges niggas got hoes but no diploma  damn,bullying
chicks be mad at me for tweetin about hoes like im talkin about a specific someone lol sorry ladies if the shoe fits then wear it,bullying
chicks love these ugly hipster faggots prolly cause they look like the dad that was never in their life,bullying
chiefs fans are the only ones that claim my takes are wrong about dogshit trash quarterback alex smith,bullying
chill rt phillytheboss if i ever become president imma ban henny from america for a day just to see you negroes panic gotcha bitch,bullying
chill bitch we aint in love,bullying
chill with the thirst bitch my chicks right next to me for real hoe,bullying
chill im not a coon rt ambitiouscam: sick of you fake bougie ass coons lol,bullying
chillin in the hood with my retarded ass homegirl i feel at home,bullying
chillin wit my bitch who never hesitates tonight,bullying
chillin with my main hoe becky http://tco/hlkolnsux,bullying
choate chokes on twinkies&gt; all the damn time i bet lol cardinals,bullying
chocolate cake is so trash,bullying
chop the top on the porsche thats a headless horse  extendo long as an extension cord bitch i ball like jordan and i play full court,bullying
chris bosh bout to disgrace the trophy like a real faggot smh,bullying
chris brown get bitches bruh lmao,bullying
chris paul trash lmfao,nonbullying
chris a faggot,bullying
chris bosh made danny green his bitch last night,bullying
chuck e cheese isnt the same as when i was a kid chuck a skinny bitch &amp; they took away the ball pit man wtf,bullying
ciara not a ghetto name well kinda but it&;s not &;ashanti&;,nonbullying
cigarette break nd wtf are mt eyes glowing like charlie murphy in the madd real world lol http://tco/erkusrq,bullying
citi field bitches http://tco/ghxxmbm,bullying
city highway skyscrapers building lights yellow blue http://tco/kocuybfqv,nonbullying
claim to be a boss but you a lil broke bitch &;,bullying
clan of retards,bullying
classy rich family kids doing drugs and tryina be all ghetto and shit while actual ghetto poor kids looking for education to get outta there,bullying
cleanup bitch i just got off the phone with em,bullying
clearly im afraid of birds http://tco/qaodrvp,nonbullying
cleveland is the best team for manziel honestly the oc can use the offense he had with the redskins &amp; the browns d is nice wit a def hc,nonbullying
close your eyes and let the world paint a thousand pictures one good girl is worth a thousand bitches,bullying
cloud stay stealing peoples phrases first she takes jens by saying friend then she takes mine by saying my nigg get your own my nig dam,bullying
clown ass nigguh,bullying
clowney is a bitch nigga get his ass off my team,bullying
cmon need a yellow for wilson,nonbullying
cnt trust or wont spare a bitch ogd,bullying
cock slappin bitches since ,bullying
cocky bitches with front teeth that stick out from suckin they thumb &lt;,bullying
cocoa puffs time bitch,bullying
code of slience pussy hm nigga free my nigga ceddy d ridah quan dollah dre n my nigga franc lukis n my nigga j mo,bullying
coke and white bitches,bullying
col sanders part : and those sons of bitches&; they dragged it out and extended it and watered it down that i&;m so goddamn mad,bullying
comcast stop being twat and actually work thanks,bullying
come back hoe kati_dupree http://tco/upxvdjjna,bullying
come for the brothas and other moc about culture differences like bitch plz,bullying
come get this catfish pussy,bullying
come her lil bitch i want that sloppy toppy,bullying
come home from work to bridesmaids twinkies and a bottle of wine bestroommateever thefaithanne,nonbullying
come on tank break dem hoes backs,bullying
come on man rt basedlarock: oreo needs to chill &;rt thedondrew: you know about these premiumpete good or nah http://tco/mwqxgvfw,nonbullying
come on nd get that chicken niggers love dat chicken from popeyes http://tco/yjfhhavav,bullying
come out her pussy and go in her ass come out her ass and go in her mouth,bullying
come thru keyshia you queen of thots bitch,bullying
comin from a fat bitch,bullying
commentators bitch at bird for sliding but  port guys do it to buddy and its buddys fault,bullying
completely off topic idgaf about that pretty hoe tho,bullying
conan obrien needs to get a life with that $ millionmonkey food maybe,nonbullying
confident in one way pussy in another so strange,bullying
confusing circumstances seem to get in the way of your high ho more for virgo http://tco/nraaidhvx,nonbullying
congrats on being a cunt and doing your make up worse than a  year old ugly bitch,bullying
congratulations your just like every other stuck up materialistic american bitch &;,bullying
conoc&; tus ojos negros y ahora si que no puedo vivir sin ellos,nonbullying
control yo hoes,bullying
controlled the aux cord the whole two and a half hour drive home and didnt repeat a single song bet your boyfriend couldnt do that bitch,bullying
cooking breakfast in the nude is wifey status fuck no i have actually cooked before &amp; i aint about to get no grease burns on my nips&;&;,bullying
cool fun thing to ponder: the myriad of space trash traveling at thousands of miles per hour right above you &; http://tco/lzmxiyvqy,nonbullying
coons rt ysl_ron: these hoes love putting spaghetti and salad on the same fucking plate*smh*,bullying
coors light is trash yuck i dont even like beer,nonbullying
corey is trash,bullying
correction:&gt;&gt;&gt;&gt;when the sky is yellow death is upon us no im scared,nonbullying
correction: he better bring one classy bitch home because momma aint going to be dealing with random hoes in the house  &;&;&;&;,bullying
cost $ rt brandnewandrew: &;itsnotharold: i aint buying no pussy i got too many followers for that&; u in vegas dont miss opportunities,bullying
coulda been fckd yo bitch &;,bullying
couldnt care less about any bitch &;,bullying
couldnt pull my nigga in ya wettest dreams hoe&;,bullying
counting money while my bitches sleep,bullying
country bumpkin word of the day : yokel http://tco/abpfzgju,nonbullying
country music and rap music both talk about the same basic shit repetitively cars/trucks bitches/women beer/drugs guns lol,bullying
cousins looking for bitches i hope rt theonlyreed: the fuck is this http://tco/jlrapkdlys,bullying
cowboys are the best in the nfc about time these faggots got their shit together,bullying
crack cocaine can steal your bitch from you,bullying
craig fire that shit up hoe,bullying
crangrape &gt; good pussy,bullying
crank up a little hank sit on the hood and drink im about to get my redneck on,bullying
craving brownies &;&;,nonbullying
crazy ass rt darealquitam: i been acting so mean ratchet and ghetto i crack myself up,bullying
crazy bitch  buckcherry &;,bullying
creeping death still stuck in my head bitch,bullying
creeping with my side bitch hope i dont get caught cheating,bullying
crew neck ass nigguh,bullying
crop top and some high waisted shorts way to not look like an underage cunt lmfao,bullying
cruises recent comments make him a bigger douchebag than charlie sheen &amp; he didnt even have any tiger blood,bullying
cruisin round the street in my  jockin the bitches slappin the hoes,bullying
cruising in my go kart at walmart selling cupcakes go ahead admit faggot this shit is tighter than butt rape~,bullying
crying to the g that some americans dont like you &amp; might call you names we call that being a crybaby bitch; bama,bullying
crystal got all the hoes,bullying
cuffin these hoes man thats where you went bad at you prolly gettin laughed at cuz everybody smashed that &;,bullying
cuffing is a no no my ring finger stay solo why be in a relationship if you not letting your hoes go,bullying
cuh this is our scrum&; fallsevens distonga niniwubbsme were finna smash some bitches&;&; rugby http://tco/vufvaoek,bullying
cunts cunts everywhere,bullying
curly girls is where its at and you bitches need to get with it,bullying
current emotionbroke ass bitch,bullying
currently being hit with the jig word,nonbullying
currently listening to the imperial march traditionally only played when preparing to slash bitches,bullying
currently sitting down wishing a bitch would&;,bullying
currently &;sup twat licker&;,bullying
curse avi for coke because hes a fag and hasnt put it on yet http://tco/jhqpwopwk,bullying
cus you gt d hoes,bullying
cussed out by a fat redneck on the last day yolo shawnnasanford meganmonday kelsss_lynn &;&;,bullying
customer service &;og_niccib i really need this bitch to get the fxck out my business just open my new account and leave me alone &;,bullying
customers be tryna act like you dont understand what theyre saying no bitch you dont understand what im saying,bullying
cut deses bitches off like hibachi &;&;,bullying
cut that bitch off ,bullying
cut them niggas off they aint yo friends cut them bitches off they just pretend,bullying
cut these hoes off right now i really need to ion really know girl but i believe in u,bullying
cute japanese teen gets her tiight pussy fucked while sucking&;cock http://tco/aylkdsnksc,bullying
cute ass niggah http://tco/hsqoptyfx,bullying
cute buff guy walked in and then he opened his mouth and he was a flipping retard &;&;,bullying
cute dumb females trash,nonbullying
cute teen gets her pussy flooded with&;cum http://tco/jtqxwskm,bullying
cutler less skill at qb than a retarded quadriplegic,bullying
cuz if its trash im bashing it at saying he need to go back to jail,nonbullying
cuz its  how im killin these hoes,bullying
cuz pussys only pussy man i get it when i need it,bullying
cuz they dont wanna b saved rt gladvillian: why is saving hoes bad,bullying
cuz u a hoe,bullying
cuz you a hoe rt crystalfbadd fair exchange &;itselmosworld: yall have sex with a dude then he buy you a bag or pay your rent whats that&;,bullying
dcc bitches knocked out on the grass,bullying
derek jeter clap clap clapclapclap yankees,nonbullying
diversity: chcgo blck pstr flooded w/ dth threats ovr endorsement of gop candidate: &;u sellout uncle tom ass n*gger&; http://tco/vcbwzkyedv,bullying
dmv nigguh dress funny as hell,bullying
do it do it youll still e a fag but do it(: &; ill pass heidi ;) http://tco/utttlmolxo,bullying
drugs&gt; is why giants are losing just ask barrybonds and the hedge bet fund&gt; worldseriesgame faggots,nonbullying
da bitch mouf was smellin like da porta potties at da mustang field &;&;&;,bullying
da fuq ho,bullying
da house next door to me been sold to honkies,bullying
daaamn lmao right back to them old ways rt kingtralle look at this hoe ass nigga covering wiz face you hoe http://tco/lpptofmjr,bullying
dab r us nigguh,bullying
dad bought me a brownie shake lovehim,nonbullying
dad brought me home a watermelon eegee but i dont like it so its going in the trash &;,nonbullying
dad called me a border hopper,nonbullying
dad just yelled out in bout to fry some chicken like a nigger,bullying
dad: why are your eyes so red son: i smoked weed dad dad: dont lie to me you were crying because you are a faggot,bullying
daddy cracker and a few bad bitches,bullying
dafuq is floppy bird ,nonbullying
daiya nagore gets her pussy fucked and sucks cock for&;pleasure http://tco/afxxoy,bullying
dallas hoe rt beanreturns: why http://tco/dhalitfmp,nonbullying
dam i just gotta hope that niggah dont snitch,bullying
dam this niggah trippin off ecstasy,bullying
damn jonniesantana: its kinda trash man rt sbabylife: how many of you actually have had a threesome honestly,bullying
damn justdome_ &amp; his nigger music waking up the whole school in the morning  &;&;&;,bullying
damn charlie wilson is still around,nonbullying
damn i hate a bitch that like to argue and shit,bullying
damn i hate a bitch who like to argue and shit,bullying
damn i think your redskins lost kxrxsxb,nonbullying
damn i use to be a big fan of ronda but so far shes been a big cunt tuf,bullying
damn im in da mood to eat sum pussy who got it fresh on a platter for me  teamfluffnevabluff,bullying
damn joe buck just making it sound like greinke was trash when he played for the royals chill out joe,nonbullying
damn kaepernick is trash man,bullying
damn karlie redd now all these hoes done seen your man junk,bullying
damn bird nearly gave me a heart attack and all she said was oh bitch oh,bullying
damn bitch gotta bootay,bullying
damn bitch thnx http://tco/twdkckktaz,bullying
damn bitch you nosey please dont touch my phone please,bullying
damn bro im hungry then a hoe rt and aint got shit to eat at the crib fuckkkk,bullying
damn change change niccas,bullying
damn girl ill be your porch monkey,bullying
damn hoe you so ugly even hello kitty said goodbye,bullying
damn internal alarm clock woke up at :am feeling chunky from my am cheerios splurge guilt led me to the treadmill gym nosleep,nonbullying
damn it be cold fo a colored man,nonbullying
damn lol &;pearls_n_kisses: take a picture it last longer than staring like a weird ass bitch&;,bullying
damn rednecks outside shooting guns keep waking my kids up no sleep for us tonight thanks a work at am is going to be so great,bullying
damn some oreos would be so fucking clutch right now,bullying
damn that bitch dumb,bullying
damn the bad thing about having side hoes is you cant get mad when they dont hit you up all day &;&;&;,bullying
damn they act like bron tore his acl toughen up bitch lol,bullying
damn this bitch crazy,bullying
damn this bitch nasty lol,bullying
damn those shiner rock those bud light platinum and that ciroc,nonbullying
damn who knew this whole time that i was the angry negro dude http://tco/spzrufvkl,bullying
damn you a hoe,bullying
damn birds stay shitting on my car,bullying
damn lol *censored* rt jwill: redskins bitch lets fucking go fuck the eagles we bout to burn that bitch down httr,bullying
damnpayback is a bitch,bullying
dani alves pulled off that hairstyle neymar just looks like a faggot,bullying
daniel theres no cow tipping and hoe downs in jackson this city living lol,nonbullying
danny brown better put out more music before he ods that dude is out his fuckin bird,bullying
danny chris and i should not be allowed out in public together cunts,bullying
dark skinned girls with blonde hair need to stop it the only bitch that can rock that is dijonay from the proud family,bullying
darkies dgaf rt maxin_betha sbabylife gotta chill wit his yellow thofjulyfly outfit man rt dominicanraf http://tco/uimfsdi,nonbullying
dat bitch a thot,bullying
dat bitch gotta lay on her back to pee https://tco/psfqwuqs,bullying
dat bitch had noo cheeks,bullying
dat bitch mouth made da honor roll,bullying
